"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Gender"	"Fix"
42	"WME"	"CPZ"	4.05316696969697	"White"	"male"	"eyes"
42	"WMF"	"CPZ"	0.675621727272727	"White"	"male"	"fore"
43	"BFE"	"CPZ"	-4.21387666666667	"Black"	"female"	"eyes"
43	"BFF"	"CPZ"	-3.88347757575758	"Black"	"female"	"fore"
43	"BME"	"CPZ"	-0.462613303030303	"Black"	"male"	"eyes"
43	"BMF"	"CPZ"	-1.60971745454545	"Black"	"male"	"fore"
43	"WFE"	"CPZ"	-2.04830339393939	"White"	"female"	"eyes"
43	"WFF"	"CPZ"	-1.4656726969697	"White"	"female"	"fore"
43	"WME"	"CPZ"	-2.88032718181818	"White"	"male"	"eyes"
43	"WMF"	"CPZ"	-3.84216545454545	"White"	"male"	"fore"
44	"BFE"	"CPZ"	-0.612111333333333	"Black"	"female"	"eyes"
44	"BFF"	"CPZ"	-1.0720336969697	"Black"	"female"	"fore"
44	"BME"	"CPZ"	0.523291363636364	"Black"	"male"	"eyes"
44	"BMF"	"CPZ"	-0.570193272727273	"Black"	"male"	"fore"
44	"WFE"	"CPZ"	-0.169612039393939	"White"	"female"	"eyes"
44	"WFF"	"CPZ"	0.451562606060606	"White"	"female"	"fore"
44	"WME"	"CPZ"	-0.0345258090909091	"White"	"male"	"eyes"
44	"WMF"	"CPZ"	0.0873860606060606	"White"	"male"	"fore"
45	"BFE"	"CPZ"	-3.92190727272727	"Black"	"female"	"eyes"
45	"BFF"	"CPZ"	-1.38577596969697	"Black"	"female"	"fore"
45	"BME"	"CPZ"	-2.79177015151515	"Black"	"male"	"eyes"
45	"BMF"	"CPZ"	-2.31539054545455	"Black"	"male"	"fore"
45	"WFE"	"CPZ"	-2.06543866666667	"White"	"female"	"eyes"
45	"WFF"	"CPZ"	-0.824181363636364	"White"	"female"	"fore"
45	"WME"	"CPZ"	-1.66704439393939	"White"	"male"	"eyes"
45	"WMF"	"CPZ"	-0.293776242424242	"White"	"male"	"fore"
46	"BFE"	"CPZ"	1.30409554545455	"Black"	"female"	"eyes"
46	"BFF"	"CPZ"	0.143125924242424	"Black"	"female"	"fore"
46	"BME"	"CPZ"	2.79327748484848	"Black"	"male"	"eyes"
46	"BMF"	"CPZ"	0.0790155909090909	"Black"	"male"	"fore"
